chrY	13633009	13633046	3	0.608071153274	0.0235170557428	0.00271297121648	CONVERGED	336	606	1
chrY	13940137	13940203	4	0.908511	0.027698	0.010941	ESTIMATED_FROM_SEQUENCE	25	150	0
chrY	13951502	13951520	2	0.955628255734	0.0820217686278	0.0227009702378	CONVERGED	318	525	0
chrY	13954128	13954163	3	0.880034354224	0.0439671716211	0.0042793097094	CONVERGED	151	420	1
chrY	13964461	13964486	2	0.941029061749	0.0917696626973	0.00718624122535	CONVERGED	1287	1007	2
chrY	14005932	14005998	4	0.908511	0.027698	0.010941	ESTIMATED_FROM_SEQUENCE	20	130	0
chrY	14073654	14073689	4	0.701797180862	0.00264330969936	0.00410757815686	CONVERGED	115	331	1
chrY	14082034	14082092	4	0.726358220009	0.00224635738746	0.00228904279473	CONVERGED	235	510	0
chrY	14102795	14102838	4	0.95648977318	0.0373265639055	0.0335317620731	CONVERGED	406	661	0
chrY	14148015	14148049	4	0.895147992365	0.0274720186506	0.0137041866731	CONVERGED	66	271	1
chrY	14159479	14159519	2	0.936494974733	0.0577256412631	0.0160073312275	CONVERGED	228	544	5
chrY	14200743	14200802	4	0.844724664233	0.0101510045755	0.00543899701997	CONVERGED	410	664	12
chrY	14242366	14242436	5	0.67143567852	0.0156933445743	0.00944667617291	CONVERGED	89	305	0
chrY	14243720	14243750	2	0.867057114308	0.104095749911	0.0123119154851	CONVERGED	893	915	1
chrY	14283046	14283059	2	0.946076235472	0.0173254679382	0.00604374942499	CONVERGED	1290	967	1
chrY	14297029	14297065	2	0.913021959474	0.0808936858469	0.0361808878792	CONVERGED	160	363	2
chrY	14390372	14390404	2	0.906060401199	0.075086479326	0.0109874312316	CONVERGED	568	766	14
chrY	14429406	14429436	2	0.819223058118	0.144655445072	0.125239243611	CONVERGED	63	194	0
chrY	14466533	14466568	4	0.940839426376	0.0083017413422	0.00203746563593	CONVERGED	877	913	2
chrY	14466994	14467057	4	0.893293	0.021246	0.009360	ESTIMATED_FROM_SEQUENCE	7	103	0
chrY	14492237	14492267	2	0.814818640936	0.156265358456	0.0102001741866	CONVERGED	841	893	0
chrY	14495832	14495866	2	0.848649365829	0.171325022907	0.0116478578542	CONVERGED	638	827	3
chrY	14515312	14515363	4	0.933319573257	0.00795762491752	0.0130880162676	CONVERGED	360	653	2
chrY	14523952	14523981	2	0.868563056172	0.0978123461797	0.0133833270754	CONVERGED	1156	983	2
chrY	14600809	14600853	2	0.927557657436	0.09118513958	0.0146293424534	CONVERGED	462	710	2
chrY	14627385	14627416	2	0.847325457747	0.135753052845	0.0104006792889	CONVERGED	544	775	0
chrY	14636135	14636181	4	0.910509197087	0.0113956947235	0.000955275956561	CONVERGED	382	680	0
chrY	14637663	14637707	2	0.881411398683	0.0487234136379	0.00453948440429	CONVERGED	713	837	1
chrY	14747535	14747570	3	0.753293139183	0.0385192989807	0.0193251484932	CONVERGED	190	396	0
chrY	14753264	14753303	4	0.761636064575	0.00509532233797	0.00270424358455	CONVERGED	166	394	1
chrY	14761103	14761168	4	0.938716168815	0.0374979522544	0.0048510405691	CONVERGED	200	502	11
chrY	14866141	14866162	2	0.927013707306	0.0715370528708	0.00738909040401	CONVERGED	484	737	1
chrY	14879526	14879569	2	0.865903496979	0.0945117734466	0.0186656319148	CONVERGED	423	696	0
chrY	14881708	14881741	2	0.982496194764	0.0417591134007	0.0133090522334	CONVERGED	1120	968	3
chrY	14937824	14937873	5	0.792359540406	0.0133864434719	0.00933116709081	CONVERGED	224	532	1
chrY	15011300	15011346	3	0.93521216076	0.0430559662623	0.0391845519115	CONVERGED	67	273	1
chrY	15145400	15145438	2	0.896620173548	0.0849532166565	0.00418371445369	CONVERGED	615	822	4
chrY	15164609	15164636	2	0.934510862385	0.118553193618	0.0677884341643	CONVERGED	182	386	0
chrY	15255759	15255818	2	0.873441	0.078891	0.015021	ESTIMATED_FROM_SEQUENCE	20	159	1
chrY	15272029	15272050	2	0.791069395252	0.240908277825	0.0776082617559	CONVERGED	2300	936	4
chrY	15308827	15308867	2	0.720058055453	0.107354053715	0.0247090904711	CONVERGED	117	413	0
chrY	15491778	15491817	2	0.835313220744	0.101325417961	0.0089569626394	CONVERGED	199	512	0
chrY	15507540	15507572	2	0.817779453863	0.106860540038	0.016765107897	CONVERGED	367	669	0
chrY	15548848	15548884	2	0.854088494792	0.180264765738	0.0150509729977	CONVERGED	461	721	1
chrY	15557125	15557162	2	0.860794	0.107925	0.015207	ESTIMATED_FROM_SEQUENCE	34	131	0
chrY	15658260	15658294	2	0.890946914174	0.0534689981875	0.0110453268943	CONVERGED	210	484	0
chrY	15685150	15685190	3	0.931584079115	0.0144168645021	0.00429604761027	CONVERGED	589	821	1
chrY	15698758	15698806	2	0.786322384397	0.241737817615	0.0721135582386	CONVERGED	95	321	0
chrY	15810963	15811001	2	0.766796518331	0.25449242855	0.0240751775757	CONVERGED	235	565	15
